167,"Arts and technology seem to serve two very different purposes in our society, but what binds them together is the fundamental creativity of these fields. Through our award, we recognise a champion of this collaboration and a leader in the domain of creative arts.",,
168,"As the ubiquitousness and capabilities of technology is rapidly increasing, so is the risk of abusive and fraudulent activity when this technology is misused. With this award, we want to highlight the efforts of a company that champions online safety and helps set a security standard across the industry.",,
169,2019 and 2020 have been landmark years for deep learning. This award recognises the organisation or individual which has demonstrated the best innovation in deep learning approaches.,,
170,Improved diagnostic tools can help save lives and prevent the spread of diseases that previously might not have been known to us. We wish to recognise the implementation of tech diagnostics by a company that foregrounds the importance of this field and works to harness its life-saving potential.,,
171,"With technological innovation impacting every facet of our daily lives, algorithmic transparency is essential. The industry needs to recognise and reward companies that champion this trait in their work. This award aims to do just this, and hereby inspire others to uphold transparency.",,
172,"The human genome still presents one of the biggest mysteries in medicine. To break down this molecular puzzle into pieces we can understand, we leverage the technological opportunities of our time. This award celebrates one such achievement and the potential for groundbreaking new knowledge it creates.",,
173,"The way we are able to see our world has a tremendous impact on how we can shape it for the better. Cutting edge technology allows us a tremendous variety of perspectives with which to view our planet. Through more accurate data collection and analysis, these tools can help us understand the geography of a landscape better than ever before. This award highlights the best innovation in geospatial applications such as these.",,
174,"The intercommunication of our devices enables improved insight extraction and efficiency. With this award, we highlight the best new innovation in the IoT sector, a product that will transform the way we interact with technology on a large scale.Content",,
175,Innovation in NLP spans disciples and sectors _ from chatbots to content moderation to voice computing. This award is given to the innovation that has produced an impactful contribution to the field of NLP.,,
176,"This award celebrates the best development in open source technology. This could include a revolutionary new release of an existing suite of open source tools, or a completely novel approach to the open source ecosystem.",,
177,"Finding solutions to our increasingly complex medical problems necessitates the leveraging of technological innovation. With this award, we want to recognise the company developing the best new tech solution emerging from the pharma industry.",,
178,"As quantum supremacy continues to draw curiosity and skepticism across sectors and disciplines, the award recognises cutting edge innovations in the field.",,
179,"This award celebrates a breakthrough innovation in robotics, focusing particularly on breakthroughs in manufacturing and hardware.",,
180,"This award recognises the best creation and use of a computer model to understand a complex social issue, with particular focus on simulations for health and climate applications.",,
181,"No opportunity is greater than the one our planet presents: our planet is a complex system, and its health is integral to ours. With every passing year it edges closer to collapse and as we set out into space, are we at risk of degrading other planets too? This award celebrates the company that is innovating space through AI and other emerging technologies.",,
182,Our consumption of food has a tremendous impact on the planet. Technology provides us with the tools to revolutionise our consumption habits in a way that limits the degradation of our environment and supports a sustainable lifestyle. This award highlights one company＊s efforts in achieving this fundamental change.,,
183,Virtual reality is rapidly transforming the way we consumer online content and interact with this new environment. Our award highlights the best new VR/AR innovation and draws attention to the vast potential of this field.,,
184,"This award celebrates the best product from the world of consumer gaming. This could include breakthroughs in visual quality, bot features or intelligent design.",,
185,This award recognises a company using the best chatbots to enhance customer experience.,,
186,"Divided into 8 kinds:
Outstanding Achievement in Enterprise Adoption of AI
Outstanding Achievement in Social Good Use of AI
Outstanding Achievement In the field of AI Ethics
Outstanding AI Accelerator/Incubator
Outstanding Contribution to Tech Regulation
Outstanding Research Contribution in AI  - PhD Thesis (individual)
Outstanding Research Contribution in AI - Best Course In AI
Outstanding Research Contribution in AI - Journalism (individual)

Ask me if you want to know details of one of them.",,
187,"This award recognises an enterprise that has shown exemplary commitment to, and successful deployment of, AI integration into their operations.",,
188,We strongly believe that tech should and must work for everyone. The applications of AI in breaking the poverty cycle and raising communities in developing nations are vast. This award celebrates the outstanding efforts of one company in using AI tools to tackle this fundamental issue of our time.,,
189,"Understanding the ethical risks of AI and taking action to preserve our human values in an ever changing technological setting is one of the most important challenges facing society. With this award, we recognise the work of a company or individual that continues to lead this effort and inspires constructive dialogue on how to approach our future in an artificially intelligent world.",,
190,"Accelerator and incubator programs ensure the tech community is constantly developing new capabilities, and finding new solutions to the most pressing business and social challenges. Here, we spotlight the accelerator or incubator which has demonstrated the best program for its cohorts.",,
191,"Policy-making has the power to implement innovation and make it an everyday reality. To truly harness the potential of new tech solutions, we need leaders who are willing and able to champion these ideas in the political sector. This award recognises the efforts of such a person and celebrates the mindful implementation of technology through their tireless campaigning.",,
192,"Dissertations at the doctoral level represent some of the brightest and best ideas in the field of AI. They represent the frontier of the field, and are testaments to years of hard work and dedicated focus. This award represents the best of the best of PhD dissertations, taking into account quality, ingenuity, rigour and impact.",,
193,"Now that AI is playing an increasingly vital role in every sector of industry, technical expertise is in high demand. Especially for the younger population, these skills become crucial. This award highlights the best tutorial or course in AI that targets this rapidly expanding need.",,
194,"Journalists are needed today more than ever. Especially with the rise of fake news and the role of technology in each of our lives, we honour an AI/ tech journalist for their outstanding contributions to this industry.",,
195,"Divided into 7 kinds:
Global Goals Impact Award: Enterprise
Global Goals Impact Award: Startup
Global Goals Impact Award: Individual
Good Health and Well-Being Award
Life on Land Award
Peace and Justice Strong Institutions Award
Climate Opportunity: Tech for Climate Change Mitigation

Ask me if you want to know details of one of them.",,
196,"For the organisation who through their core business, financial commitments, employee networks, consumer facing platforms and high-level influence have played a pivotal role in building a more sustainable environment.",,
197,For adopting the UN＊s Sustainable Development Goals as their framework to help measure their impact on society. This has led them to make decisive advances leading to sustainable development.,,
198,"To the individual who through their high-level influence and commitment has contributed towards the success of the Global Goals by raising awareness of it, playing a pivotal role in accelerating its progress.",,
199,"As the capabilities of technology are increasing, so is its ability to provide emotional support. Harnessing the digital solutions of today to empower the sector of mental health is an initiative we champion, and seek to recognise through this award.",,
200,"Habitat and diversity loss through devastating human activity like deforestation, mass farming and pollution are altering life on land for all species that inhabit it. The company honoured by this award is fighting to preserve the ecological conditions necessary for this world to sustain our lives.",,
201,With great power comes great responsibility. This award wishes to highlight a company that champions human rights by directing its AI services towards the protection of these fundamental liberties. Having access to great technological expertise it is our responsibility to protect those whose voices are being silenced.,,
202,"Solving the climate crisis presents the single biggest opportunity of the last 200 years, especially in the Digital Age. Galvanizing the potential of technology is urgent to achieving our climate goals. Our Climate Opportunity award celebrates a company working towards doing just this.",,
203,Charlotte Stix,,
204,Tim Berners-Lee,,
205,Casa,,
206,Luciano Floridi,,
207,Nikolas Kairinos,,
208,Maxine Mackintosh,,
209,Rahmyn Kress,,
210,OpenAI,,
211,Irish Revenue and Accenture,,
212,Diversity VC,,
213,Ocado Technology,,
214,DeepMind,,
215,Pytorch,,
216,Fluidly,,
217,Polymateria,,
218,Kheiron Medical,,
219,Joy Buolamwini,,
220,Luciana Lixandru,,
221,Greta Thunberg,,
222,Microsoft,,
223,OpenAI,,
224,Francois Chollet,,
225,Small Robot Company,,
226,Century Tech,,
227,Spotify,,
228,Edited,,
229,Humanyze,,
230,Cytora,,
231,Peltarion,,
232,Eigen Technologies,,
233,Codec.ai,,
234,Yamato,,
235,Darktrace,,
236,Voca AI,,
237,Yamato,,
238,OpenAI GPT-2,,
239,Wayve,,
240,Haptik,,
241,Skinanalytics,,
242,OpenAI (MuseNet),,
243,Hazy,,
244,Improbable,,
245,Verv,,
246,Hugging Face,,
247,UiPath,,
248,PROWLER.io,,
249,Synthesia,,
250,Sebastian Ruder,,
251,Unilever,,
252,Helen Gao,,
253,Entrepreneur First,,
254,Jeremy Howard (fast.ai),,
255,Ada Health,,
256,Spacemaker AI,,
257,Rainforest Connection,,
258,Spirit AI,,
259,Department of Decentralisation,,
260,MakerDAO,,
261,ZeppelinOS,,
262,Ramp,,
263,Centrifuge,,
264,Uniswap,,
265,Breakthrough Health,,
266,Aztec,,
267,The Block,,
268,"The idea behind the Global Leadership Summit emerged when we first began planning this year＊s event and settled on a core theme for CogX: ＆How can we get the next 10 years right?§
It seemed essential then, but it＊s clearly more poignant than ever now. The CogX Global Leadership Summit will bring together thousands of participants to move the conversation forward with concrete actions, to inspire future and current generations of leaders, help reframe the climate emergency as the biggest economic opportunity of the last 200 years, and to minimise the loss of life, suffering and negative impact of the current COVID-19 pandemic.
It will be the first event to connect global leadership with technical expertise and the public at this scale, who must engage in the discussion if we are to get the next 10 years right.
The Summit will run concurrently with the main CogX agenda bringing together over 4,500 of leaders around a programme of online virtual activities including: the Leaders Lounge for peer networking, Chatham House Rule talks, exclusive side events, executive workshops and our new appointment setting concierge service. To make the most of their time at CogX, our team can optionally upgrade and have our meetings team pre-organise meetings before the event.",,
269,"The Leadership topic & Priority Access
The CogX Festival＊s Leadership topic will convene global leaders to inspire, debate and discuss.
How do we seize the climate opportunity, embed resilience into our organisations and harness technology for good?
Access to all Festival topics
The Festival will be covering key topics across the Future of Work, Planet, Rights & Responsibilities, Finance and the Economy to Web 3.0",,
270,"The GLS Concierge and 1-2-1 meetings
The concierge can assist you in booking 1:1 meetings through the app, and navigate personalised paths through the agenda. Participants will have full access to our own Concierge Service to make the most of your time at CogX and our team will be on hand to coordinate pre-booked meetings 
The CxO Exchange & Virtual Lounge
Dedicated meeting environment for Global Leadership Summit Pass holders to discover and connect with key strategic partners, customers, peers and prospects for pre-arranged meetings.",,
271,"Virtual Breakout Q&A and Workshops
The Breakout Q&A sessions are a unique opportunity for yourself, peers, and the public to directly ask questions to the decision-makers and the Leadership topic speakers.
A series of workshops hosted by our partners will hold an intimate audience to create relationships and share learning globally.
Chatham House Topic
Invitation-only Chatham House rule sessions: Here＊s where you＊ll get behind the scenes insights into the most pressing issues of the day.",,
272,"_ How is the fashion industry evolving to meet sustainability goals?
_ What is on the roadmap of the biggest breakthrough technologies?
_ A global perspective on the climate crisis and what is the path to clean energy?
_ The dynamics of global trade _ where do we go from here?
_ What is the future of transportation on earth and in space?
_ What is the future of news and its impact on society?
_ The moral challenges in adopting technologies from autonomous cars to genetic enhancement _ and how do we overcome them?
_ What is the future of work and do we need a universal basic income?
_ How do you balance being a successful and ethical business?",,
273,"Side events are an engaging and interactive option for partners looking to connect with key stakeholders or prospect clients. Side events will be hosted in virtual ＆break out＊ rooms, where the host will have a view of all of the participants, which will be kept between 10-50 people. The term ＆side event＊ is the umbrella term used to describe a variety of sessions, described below.",,
274,"CogX takes care of all the technical aspects of hosting a side event. In addition, we can offer support on some of the more time-consuming aspects of putting together a successful event. The activities we can help with include:
_ Editorial & content curation
_ Audience insights
_ Marketing support
For organisations that wish to have their brand on the agenda, but want a more light-touch experience, we have a list of ready-made side-events that need sponsoring. This will mean your brand will appear as a banner in the virtual break out room the session is hosted in.",,
275,"The benefit of hosting a side event is that you get to shape the agenda, content, speakers and invitations, to drive the conversation forward, in whatever goal you are currently pursuing.",,
276,"We will be offering 10,000 complimentary Topic Priority passes for public health workers from any country across the globe, as well 75% off any other pass.
Register your details and our team will be in touch shortly.
Updated Health Agenda
Anyone who has previously attended CogX will know that our Health programme is one of our strongest tracks. We first introduced a dedicated health stage in 2018 with extraordinary speakers such as Matthew Gould (CEO of NHSX), Mary Lou Jepsen (CEO & Founder, Openwater) and the Secretary of State for Health, Matt Hancock, who has spoken at all three previous editions of CogX.
With this global health emergency, we are more conscious than ever of the need to facilitate conversations that will drive us forward. It is a time to work together to explore what technology and policies will make a difference, and get behind them.
As such our Health agenda will be updated to have a clear focus on the critical and urgent issues surrounding the global COVID-19 pandemic: the lessons learned, challenges ahead, opportunities to reduce suffering and save lives, what solutions are available and what＊s coming next. ",,
277,"Come and hear from our incredible speakers as they discuss the impact of AI, the ethical considerations, getting from lab to live and much more",,
278,"Virtual CogX has been developed to deliver a best-in-class digital experience. Covering all 16 tracks of content, virtual meet-the-speaker breakout sessions, the eExpo and startup village, invite-only side events, roundtables, affiliate partner workshops and speed networking for each vertical, Virtual CogX aims to set the standard. Participants will be able to take part regardless of where they are in the world, making CogX accessible to a much bigger national, and global, audience.
The Virtual Experience of CogX will include:

Online Streaming of the 16 Stages of CogX
Conference content will be filmed Live, ＆as-live＊ or on-demand presentations.
A Virtual Interactive Expo
The vExpo will be custom designed to use for a variety of purposes. Including Live chat with sponsors and delegates, scheduled meetings, downloadable content and presentations.
Meet the Speaker
An inclusive Q&A with CogX speakers will take place across the festival where delegates can deep dive into more discussions with the speakers.
Networking Sessions _ 1-2-1 and Group
The virtual CogX will allow delegates, sponsors and speakers to network with 1-2-1 meetings and group sessions.

Online Stage Sponsorships and Content Curation
Sponsors can own one of the incredible CogX topics which are part of the main agenda.
Online Workshops & Virtual Side Events
Group spaces which allow for more collaborative experiences with presenters on video and better group interaction. 
Exclusive Chatham House Rule Talks (only GLS pass holders)
Exclusive invite-only sessions with speakers and other senior global leaders.",,
279,Faculty Chair Neuroscience from Singularity University,,
280,"CEO
British Health Foundation
Charmaine re-joins the BHF as our Chief Executive from the Institute of Cancer Research (ICR) where she had a range of strategic and operational responsibilities; most recently as Chief Operating Officer. The ICR is one of the world＊s most influential cancer research organisations, with more than 1100 scientists and staff and an income of more than ㏒140m. 
She also holds leadership roles for several ambitious initiatives, including the London Cancer Hub and the pioneering new ㏒75m Centre for Cancer Drug Discovery.
Charmaine did her PhD and postdoctoral research in Neuroscience at University College London, alongside working in public engagement for the Wellcome Trust. Her subsequent career at the BHF included roles spanning communications, policy and assurance, as well as strategy.
Her non-executive experience includes roles at the Human Tissue Authority, the Royal Marsden NHS Foundation Trust, Brain Research UK and the Cranfield Trust. Charmaine led the development of our previous organisational strategy, winning the Best Strategic Transformation category at the Chief Strategy Officer Awards 2014.",,
281,"Founder
The Jane Goodall Institute
Dr. Jane Goodall, DBE began her landmark study into the lives of wild chimpanzees at Gombe in Tanzania on 14th July 1960 and that research continues today.  The Jane Goodall Institute was established in 1977 and has established offices in 24 offices countries. 
JGI programmes include the ongoing research at Gombe; TACARE _ our community centred conservation programme now active in 6 African countries ; two sanctuaries for orphan chimpanzees in South Africa and the Republic of Congo and Roots & Shoots. 
1991 Dr. Goodall founded Roots & Shoots with 12 high school students in Tanzania.  Today, Roots & Shoots is active in more than 65 countries and empowers  young people of all ages to become involved in hands-on projects of their choice for the community, animals and the environment we all share.  In the past 30 years Roots & Shoots has involved thousands of young people in more than 100 countries who are now taking those values into their adult world. 
Dr. Goodall is author of many books for adults and children, features in countless films and videos and is a United Nations Messenger of Peace. Recipient of many awards and honorary degrees, Dr. Goodall continues to share her messages of hope and to inspire new generations to take positive actions for our world and all its inhabitants. ",,
282,"Chairman
Wrightbus
Jo Bamford is Executive Chairman of Ryse Hydrogen Limited, responsible for the strategic direction and oversight of the business. Jo founded Ryse with the aim to harness the potential of green hydrogen to totally decarbonise the UK＊s heavy transport sector, starting with buses.
As of 2019, he is also the founder and owner of Bamford Bus Company and the Executive Chairman of Northern Irish bus manufacturer Wrightbus. Since acquiring Wrightbus, Jo and his team have been working to building a successful future for the business and ensuring this global brand is at the forefront of the innovations taking place in this vital industry.
Alongside these roles, Jo is a board member of one of the UK＊s largest industrial conglomerates, JCB Ltd., which is entirely owned by the Bamford family.
Jo is a venture investor, a clean energy enthusiast and is driven to grow low carbon businesses of the future.",,
283,"Co-director The Grantham Institute on Climate Change and the Environment
Imperial College London
Joanna Haigh is an atmospheric physicist and for 5 years co-Director of the Grantham Institute on Climate Change and the Environment at Imperial College London. Previously, she was Head of Imperial＊s Physics Department. She has published widely in the area of climate modelling and radiative forcing of climate change; her work on how changes in solar activity influence the climate has been particularly influential. 
She is a Fellow of the Royal Society, the Institute of Physics (IoP) and the City & Guilds Institute and an Honorary Fellow of Somerville College, Oxford and of the Royal Meteorological Society (RMetS) of which she is also a past-President. She has been a Lead Author for the UN Intergovernmental Panel on Climate Change, and shares a Nobel Peace Prize with several hundred others for that work. She has been awarded the IoP Chree Medal and Prize, and the RMetS Adrian Gill Prize, for her work on the interface between atmospheric science and solar physics, and was appointed CBE for her services to physics in 2013.",,
284,"68th US Secretary of State 
On February 1, 2013, John Forbes Kerry was sworn in as the 68th Secretary of State of the United States, becoming the first sitting Senate Foreign Relations Committee Chairman to serve as Secretary in over a century. Kerry drew from this experience to provide the State Department with global stewardship on issues ranging from nuclear nonproliferation to radical extremists, to humanitarian challenges and the rising threat of climate change. 
In 2013, Kerry became the first Secretary of State to meet with Iran＊s Foreign Minister since the Iranian revolution of 1979. This meeting was the highest-level U.S. diplomatic contact with Iran in more than six years, and a key moment on the journey towards the eventual signing of the landmark 2015 agreement to prevent Iran from attaining a nuclear weapon. 
Faced with the rising threat of global climate change, Kerry was also a key architect of the Paris Climate Accord, signing the historic agreement to reduce carbon emissions in 2016. 
Kerry drew upon a lifetime of public service during his tenure as Secretary. 
Shortly before he graduated from Yale University, Kerry volunteered for service in the United States Navy. He completed two tours of duty in Vietnam, including serving as a Swift Boat skipper patrolling the rivers of the Mekong Delta. Lt. Kerry returned home from service in Vietnam with a Silver Star, a Bronze Star with Combat V, and three Purple Hearts.
Back in the United States, Kerry felt compelled to speak out against the war in which he had served. Testifying at the invitation of Chairman J. William Fulbright before the Senate Foreign Relations Committee he would chair 38 years later, he asked the poignant question, ※How do you ask a man to be the last man to die for a mistake?§ He also began a lifelong fight for his fellow veterans as a co-founder of the Vietnam Veterans of America, and later as a Senator who fought to secure veterans＊ benefits, extension of the G.I. Bill for Higher Education, and improved treatment for post-traumatic stress disorder.
After receiving his law degree from Boston College Law School in 1976, Kerry went to work as a top prosecutor in Middlesex County, Massachusetts, where he took on organized crime, fought for victims＊ rights, and created programs for rape counseling. He was elected Lieutenant Governor of Massachusetts in 1982 and was elected to the United States Senate two years later.
In 2009, Kerry became Chairman of the Senate Foreign Relations Committee, assuming a leadership role on key foreign policy and national security issues facing the United States, including Afghanistan and Pakistan, China, nuclear nonproliferation, and global climate change.
In addition to his 28 years on the Senate Foreign Relations Committee, Kerry also held senior positions on the Finance, Commerce, and Small Business committees. He served as a member of the bipartisan Joint Committee on Deficit Reduction, where he worked across party lines to try and reduce the country＊s debt and strengthen our economy. Prior to his departure from the Senate, Kerry was the seventh-most senior Senator.
A best-selling author of A Call to Service: My Vision for a Better America and This Moment on Earth, Secretary Kerry released his first memoir, Every Day Is Extra, in 2018. He is currently a Distinguished Fellow for Global Affairs at Yale University as well as the inaugural Visiting Distinguished Statesman for the Carnegie Endowment for International Peace. 
Kerry was the Democratic Party＊s nominee for President of the United States in 2004. He and his wife Teresa Heinz Kerry have two daughters, three sons, and seven grandchildren.",,
285,"Former US Ambassador to the UN
Samantha Power is a Professor of Practice at the Harvard Kennedy School and Harvard Law School. From 2013-2017, Power served as the U.S. Ambassador to the United Nations and a member of President Obama＊s cabinet. From 2009-2013, Power served on the National Security Council as Special Assistant to the President for Multilateral Affairs and Human Rights. Power began her career as a journalist, reporting from places such as Bosnia, East Timor, Kosovo, Rwanda, Sudan, and Zimbabwe, and she was the founding executive director of the Carr Center for Human Rights Policy at the Kennedy School. Power＊s book, ※A Problem from Hell§: America and the Age of Genocide won the Pulitzer Prize in 2003. She is also the author of the_ew York Times_estsellers_hasing the Flame: One Man＊s Fight to Save the World (2008) and The Education of an Idealist: A Memoir (2019), which was named one of the best books of 2019 by the New York Times, Washington Post, Economist, NPR, and TIME. Power earned a B.A. from Yale University and a J.D. from Harvard Law School.",,
286,"CEO & Founder
OVO Energy
Stephen Fitzpatrick is an entrepreneur who believes business has a crucial role to play in creating a zero carbon world. In 2009, he founded OVO Energy, which is committed to eliminating its own carbon emissions and helping its customers to reach net zero emissions at home by 2030. Since its founding, OVO has held a vision of clean, affordable energy for everyone. 
OVO＊s intelligent technology division, Kaluza, is driving the global transition to a distributed and secure, zero-carbon grid. In 2018, Kaluza developed the world＊s first domestic electric vehicle-to-grid (V2G) charger.
Stephen is also the founder of  Vertical Aerospace, an electric aircraft company whose latest prototypes are reimagining the way we fly.
Last year, he launched the Zero Carbon Campaign to determine how carbon pricing can help drive the UK＊s transition to net zero. ",,
287,"CEO & Co-Founder
Bios
Emil Hewage is the co-founder and CEO of AI-based neural healthcare company BIOS and a former PhD researcher in Computational Neuroscience and Machine Learning at the University of Cambridge. Prior to this, he was in the early team of two deep tech startups (CMR Fuel Cells and Sphere Medical). He also spent time in the technology investing team at Blackstone Group and R&D teams at Siemens and McLaren F1. Emil was recognised as an Engineering Leader by the Royal Academy of Engineering and was named in Forbes 30 Under 30.",,
288,"Professor of Law, Innovation & Society, Newcastle Law School
Newcastle University",,
289,"Author, Uncharted: How to Map the Future
Margaret is one of the UK＊s most highly regarded thought leaders. She mentors CEOs and senior executives of major global organizations. An entrepreneur, CEO and keynote speaker, her best-selling book Wilful Blindness was shortlisted for the FT Business Book Award 2011. In 2015, she was awarded the Transmission Prize for A Bigger Prize. 
Her TED talks have been seen by over eleven million people and in 2015 TED published Beyond Measure. Educated at Cambridge University, Margaret was named one of the Internet＊s Top 100 by Silicon Alley Reporter. She holds an honorary doctorate from the University of Bath.",,
290,"CEO
NHSX",,
291,"Lecturer in Digital Rights & Regulation, Faculty of Laws
UCL",,
292,"Chair of the Centre for Data Ethics and Innovation
 Centre for Data Ethics & Innovation
Roger Taylor is Chair of the Centre for Data Ethics and Innovation. He has worked as an entrepreneur, a regulator and a writer. He has argued for a rebalancing of control over data and information towards citizens and civil society. He is also Chair of Ofqual, the qualifications regulator and a member of the advisory panel to Her Majesty＊s Inspectorate of Probation.
He has written two books: God Bless the NHS (Faber & Faber (2014) and Transparency and the Open Society (Policy Press 2016). He co-founded Dr Foster which pioneered the use of public data to provide independent ratings of healthcare. He worked as a correspondent for the Financial Times in the UK and the US and, before that, as a researcher for the Consumers＊ Association.",,
293,㏒295,,
294,"Festival Pass
㏒295
Access to All Topic Stages
Access to Networking & Scheduling app
Access to exhibitions
*No access to Meet the Speaker or Priority Access",,
295,㏒45,,
296,"Expo Pass
㏒45
Access to Networking & Scheduling app
Access to exhibitions
*No access to topics",,
297,"㏒4,995",,
298,"GLS Pass
㏒4,995
Access to GLS Concierge Desk
Access to CXO Exchange
Access to Chatham House Stage
Access to Lounge
Meet the Speaker Access (Leadership stage + topic stages)
Priority access & Breakout Q&A (Leadership stage + topic stages)
Access to All Topic Stages
Access to Networking & Scheduling app
Access to exhibitions",,
299,"㏒2,495",,
300,"Gold Pass
㏒2,495
Meet the Speaker Access (Leadership stage + topic stages)
Priority access & Breakout Q&A (Leadership stage + topic stages)
Access to All Topic Stages
Access to Networking & Scheduling app
Access to exhibitions
*No access to Lounge, CXO Exchange, Chatham House Stage or GLS Concierge Desk",,
301,"㏒1,495",,
302,"Festival Priority
㏒1,495
Meet the Speaker Access (all topic stages)
Priority access & Breakout Q&A (all topic stages)
Access to All Topic Stages
Access to Networking & Scheduling app
Access to exhibitions
*No access to Leadership Stage",,
303,"㏒1,195",,
304,"Topic Priority
㏒1,195
Meet the Speaker Access (2 topics)
Priority access & Breakout Q&A (2 topics)
Access to All Topic Stages
Access to Networking & Scheduling app
Access to exhibitions
*No access to Leadership Stage",,
305,"Tessa Clarke  is the CEO and Founder of OLIO. After a 15-year corporate career, Tessa Co-Founded OLIO, the world＊s only neighbour-to-neighbour food sharing app, which is solving the problem of household food waste at scale. OLIO has grown to 1.5 million users in just over 3 years and its impact has been widely recognised, most notably by the United Nations who highlighted OLIO as a ※beacon§ for the world, and by Vivatech who awarded OLIO ※Next European Unicorn§.  Tessa is passionate about the sharing economy as a solution for a sustainable world, and about ＆profit with purpose＊ as the next business paradigm.",,
306,"Tony Fadell is the Pod inventor, iPhone co-inventor, Nest founder, Future Shape principal. Tony is an active investor and entrepreneur with a 30+ year history of founding companies and designing products that profoundly improve people＊s lives. He is the Principal at Future Shape, an investment and advisory firm coaching deep tech startups. Currently, Future Shape is coaching over 250+ startups innovating game-changing technologies. He is the founder and former CEO of Nest, the company that pioneered the ※Internet of Things.§ Tony was the SVP of Apple＊s iPod Division and led the team that created the first 18 generations of the iPod and the first three generations of the iPhone. Throughout his career Tony has authored more than 300 patents. In May 2016, TIME named the Nest Learning Thermostat, the iPod and the iPhone as three of the ※50 Most Influential Gadgets of All Time.§",,
307,"Tim Spector is the Head of Department of Twin Research & Genetic Epidemiolog, King's College London",,
308,"The Createch stage will offer an upbeat vision of how converging?creativity and technology can improve how we connect,?create, and consume. Discover the pioneers re-imagining TV, theatre, fashion, music, and community, and inventing new possibilities for audiences, creatives, and investors.
Between sessions, short films will showcase innovative creativity to keep you stimulated and entertained. Come and be inspired.
Discover the pioneers re-imagining TV, theatre, fashion, music, and community, and inventing new possibilities for audiences, creatives, and investors.
The Createch stage will offer an upbeat vision of how converging?creativity and technology can improve how we connect,?create, and consume.Discover the pioneers re-imagining TV, theatre, fashion, music, and community, and inventing new possibilities for audiences, creatives, and investors. Between sessions, short films will showcase innovative creativity to keep you stimulated and entertained. Come and be inspired.",,
309," Hideki Yoshimoto, Beatie Wolfe, Harjot Singh,  Nicola Mendelsohn CBE,  Claire Enders, and Tim Davie",,
310,Founder & Director of Tangent,,
311,Musician and Artist,,
312,Chief Strategy Officer EMEA of McCann Worldgroup,,
313,"Vice President, Facebook EMEA",,
314,Founder of Enders Analysis,,
315,CEO of BBC Studios,,
316,10:20-11:20,,
317,"Detecting and preventing criminal activities is now business critical. From money laundering to fraud, cyber-crime and terrorism, machine learning and AI tools and applications are at the core of efforts keeping companies online and operating. At the same time, new privacy enhancing technologies including homomorphic encryption and two-factor authentication are opening up new possibilities for safety.",,
318,10:20-11:20,,
319,"Mariarosaria Taddeo, Stuart Russell,  Husayn Kassai, Anthony Finkelstein, Grace Cassy, and Ivana Bartoletti",,
320,"Senior Research Fellow, Deputy Director | Digital Ethics Lab, Oxford Internet Institute of University of Oxford",,
321,Professor of Computer Science of  UC Berkeley,,
322,CEO & Co-Founder of Onfido,,
323,Chief Scientific Advisor for National Security of HM Government,,
324,Co-Founder of CyLon,,
325,Technical Director of Deloitte LLP,,
326,"Examining the economic shock from the coronavirus, we highlight strategies for recovery and explore the impact on jobs and the workforce. How can we build?resilience and shape a better future of work? What are the most pressing challenges and?opportunities we face? How can we prepare for technological change in the future?",,
327,10:20-11:20,,
328,"Anna Thomas, Kathryn Parsons, Helen  Mountfield, QC, Mike Lynch, Steen Jakobsen, Anne-Marie  Imafidon, Diana  Coyle, Naomi  Climer, and Sir Chris  Pissarides",,
329,Co-founder & Director of Institute for the Future of Work,,
330,CEO & Co-Founder of Decoded,,
331,"Principal, Mansfield College of  University of Oxford",,
332,Founder of Invoke Capital,,
333,Chief Investment Officer of Saxo Bank,,
334,"Founder, Trustee of Institute for the Future of Work",,
335, Bennett Professor of Public Policy of  University of Cambridge,,
336,Co-chair of Institute for the Future of Work,,
337,Regius Professor & Co-chair of Institute for the Future of Work,,
338,"Curated with the Ada Lovelace Institute, this stage reminds us that despite the countless positive benefits that technology brings, we need to remain vigilant that developments and deployments are ethical, equitable and safe. From algorithmic bias to unintended consequences, from trustworthy data governance to using technology to exit from the COVID-19 crisis, from the broader impacts tech disruption is having on society to the need for citizens＊ voices to be heard, this stage examines recent developments and challenges to our understanding of ethics and technology.",,
339,10:20-11:20,,
340,"Yancey Strickler, Martha Spurrier, Baroness Martha Lane Fox, Carly Kind, Ravi Gurumurthy, Hannah Fry, Rachel Coldicutt, and Jamie Bartlett",,
341,"Author, This Could Be Our Future: A Manifesto for a More Generous World",,
342,Director of Liberty,,
343,Founder & Executive Chair of Doteveryone,,
344,Director of Ada Lovelace Institute,,
345,CEO of Nesta,,
346,"Author, Hello World: How to Be Human in the Age of the Machine of UCL",,
347,Responsible technologist,,
348,Author of People vs. Tech,,
349,"Key trends in finance are rapidly reshaping the competitive landscape. Here we＊ll examine the promise of open banking, the potential of decentralised finance and assess the current state of challenger banks.",,
350,10:20-11:20,,
351,"Hear from GenZers themselves as they highlight the topics that matter most to them and witness the ingenuity that＊s flourishing amongst the Teens in AI Community. The winners from their recent hackathon will present their projects addressing the Corona Virus Crisis. There will also be sessions for GenZers hosted by experts from across the festival who will share their knowledge and experience for students. How to get a job in tech, mindblowing applications and roles for the non-technical, talks will be complimented by a Q&A hours where the audience can quiz these leaders themselves.",,
352,10:20-11:20,,
